clinician_id,snapshot_date,logins_per_week,days_since_last_login,team_members_invited,api_calls_per_week,features_used_count,support_tickets_l90d,video_consults_per_week,async_messages_per_week,days_on_platform
CLN_10945,2026-06-03,4,0,1,0,1,0,0,10,477
CLN_10946,2026-06-03,8,12,3,0,3,0,1,9,755
CLN_10947,2026-06-03,2,11,4,0,1,0,10,2,841
CLN_10948,2026-06-03,5,7,3,0,2,0,8,2,882
CLN_10949,2026-06-03,2,120,6,0,4,1,9,16,625
CLN_10950,2026-06-03,13,8,0,0,2,0,3,6,476
CLN_10951,2026-06-03,1,9,0,0,1,2,1,4,462
CLN_10952,2026-06-03,5,3,0,0,1,1,7,18,551
CLN_10953,2026-06-03,8,13,1,0,2,0,2,4,324
CLN_10954,2026-06-03,4,181,2,0,3,0,4,19,611
CLN_10955,2026-06-03,2,171,1,0,1,1,5,16,557
CLN_10956,2026-06-03,2,12,1,0,1,0,1,9,201
CLN_10957,2026-06-03,1,159,6,0,2,0,6,12,836
CLN_10958,2026-06-03,2,175,0,0,3,1,34,5,347
CLN_10959,2026-06-03,5,57,1,0,1,2,3,10,647
CLN_10960,2026-06-03,2,13,1,0,1,0,3,6,702
CLN_10961,2026-06-03,0,12,0,0,1,0,2,8,104
CLN_10962,2026-06-03,1,60,0,0,1,0,1,26,741
CLN_10963,2026-06-03,1,142,1,0,2,0,2,7,484
CLN_10964,2026-06-03,6,0,3,0,7,0,3,23,487
CLN_10965,2026-06-03,2,10,0,0,1,0,6,38,402
CLN_10966,2026-06-03,4,1,0,0,3,0,6,13,247
CLN_10967,2026-06-03,8,129,1,0,3,0,0,12,821
CLN_10968,2026-06-03,1,5,1,0,2,0,2,4,399
CLN_10969,2026-06-03,8,163,0,0,8,0,6,5,100
CLN_10970,2026-06-03,6,12,0,0,3,0,1,2,629
CLN_10971,2026-06-03,3,5,0,0,1,1,1,19,245
CLN_10972,2026-06-03,3,14,1,0,2,0,13,8,765
CLN_10973,2026-06-03,29,5,0,0,7,1,6,2,557
CLN_10974,2026-06-03,3,11,0,0,2,0,5,27,155
CLN_10975,2026-06-03,2,6,2,0,3,0,12,15,275
CLN_10976,2026-06-03,3,82,0,0,3,3,5,8,110
CLN_10977,2026-06-03,5,135,2,0,5,2,8,9,552
CLN_10978,2026-06-03,1,11,2,0,2,0,6,3,167
CLN_10979,2026-06-03,9,8,6,0,2,1,3,11,891
CLN_10980,2026-06-03,4,4,1,0,1,1,2,8,518
CLN_10981,2026-06-03,0,9,0,0,1,0,0,10,882
CLN_10982,2026-06-03,5,77,0,0,4,1,15,7,391
CLN_10983,2026-06-03,2,11,4,0,2,1,1,3,525
CLN_10984,2026-06-03,3,54,2,0,1,1,0,3,622
CLN_10985,2026-06-03,4,25,1,0,2,1,4,2,182
CLN_10986,2026-06-03,2,166,0,0,1,1,2,3,178
CLN_10987,2026-06-03,12,2,2,0,4,0,5,3,465
CLN_10988,2026-06-03,2,7,1,0,1,0,0,1,715
CLN_10989,2026-06-03,5,28,1,0,3,0,7,29,606
CLN_10990,2026-06-03,4,2,1,0,2,0,7,14,210
CLN_10991,2026-06-03,3,3,0,0,3,0,4,30,781
CLN_10992,2026-06-03,5,110,2,0,2,0,14,21,364
CLN_10993,2026-06-03,2,156,0,0,2,2,2,11,887
CLN_10994,2026-06-03,2,19,2,0,2,0,1,5,665
CLN_10995,2026-06-03,2,5,15,0,1,0,4,13,659
CLN_10996,2026-06-03,5,5,2,0,3,0,1,5,352
CLN_10997,2026-06-03,3,10,0,0,1,1,2,15,219
CLN_10998,2026-06-03,8,82,4,0,1,1,7,5,520
CLN_10999,2026-06-03,4,5,0,0,3,0,3,37,487
CLN_11000,2026-06-03,2,8,2,177,2,1,20,4,800
CLN_11001,2026-06-03,2,7,0,180,4,0,3,19,779
CLN_11002,2026-06-03,5,107,2,0,4,3,2,24,319
CLN_11003,2026-06-03,9,5,1,0,2,2,4,34,168
CLN_11004,2026-06-03,5,10,1,0,3,0,35,7,399
CLN_11005,2026-06-03,7,12,2,169,1,0,0,28,408
CLN_11006,2026-06-03,2,5,1,0,2,2,1,28,417
CLN_11007,2026-06-03,1,11,0,0,1,0,1,43,545
CLN_11008,2026-06-03,1,164,4,0,2,2,1,5,258
CLN_11009,2026-06-03,2,13,0,0,1,0,1,9,435
CLN_11010,2026-06-03,3,88,1,186,3,0,0,6,246
CLN_11011,2026-06-03,3,166,5,0,4,2,2,8,856
CLN_11012,2026-06-03,2,11,0,0,2,1,1,30,39
CLN_11013,2026-06-03,2,5,0,0,3,0,3,4,580
CLN_11014,2026-06-03,2,21,2,0,1,0,13,46,213
CLN_11015,2026-06-03,8,0,0,0,3,1,2,3,67
CLN_11016,2026-06-03,4,13,3,0,4,1,2,3,874
CLN_11017,2026-06-03,2,3,5,0,4,1,1,36,565
CLN_11018,2026-06-03,1,2,1,0,1,2,2,2,522
CLN_11019,2026-06-03,1,9,6,0,1,0,6,11,753
CLN_11020,2026-06-03,9,8,0,0,2,0,3,65,92
CLN_11021,2026-06-03,8,10,0,202,4,1,14,44,682
CLN_11022,2026-06-03,0,4,0,0,1,0,0,9,490
CLN_11023,2026-06-03,4,106,0,0,1,0,26,4,142
CLN_11024,2026-06-03,13,10,2,0,2,0,9,28,268
CLN_11025,2026-06-03,4,10,0,0,3,0,3,21,474
CLN_11026,2026-06-03,7,98,0,0,1,0,0,5,726
CLN_11027,2026-06-03,3,4,1,0,1,0,1,1,408
CLN_11028,2026-06-03,1,7,4,186,5,1,1,39,587
CLN_11029,2026-06-03,3,55,0,0,2,1,1,2,409
CLN_11030,2026-06-03,3,5,1,0,4,1,0,6,762
CLN_11031,2026-06-03,2,104,2,0,3,1,24,1,249
CLN_11032,2026-06-03,6,170,9,0,2,2,5,33,682
CLN_11033,2026-06-03,1,7,1,0,2,0,5,32,493
CLN_11034,2026-06-03,6,14,2,0,4,1,3,6,331
CLN_11035,2026-06-03,1,12,0,0,2,0,2,5,889
CLN_11036,2026-06-03,2,9,7,203,1,0,4,20,165
CLN_11037,2026-06-03,3,125,1,0,3,0,10,9,625
CLN_11038,2026-06-03,9,18,0,0,3,0,3,2,254
CLN_11039,2026-06-03,2,2,0,0,1,0,0,2,615
CLN_11040,2026-06-03,3,48,1,0,3,0,5,69,161
CLN_11041,2026-06-03,1,13,0,0,1,0,1,4,658
CLN_11042,2026-06-03,1,170,0,0,1,0,10,19,374
CLN_11043,2026-06-03,2,1,1,188,1,1,1,16,540
CLN_11044,2026-06-03,5,1,0,0,2,0,2,33,376
CLN_11045,2026-06-03,5,83,0,0,4,0,31,3,208
CLN_11046,2026-06-03,4,3,3,0,1,0,1,10,224
CLN_11047,2026-06-03,17,11,0,0,1,0,3,80,235
CLN_11048,2026-06-03,1,2,0,0,2,0,5,2,304
CLN_11049,2026-06-03,3,0,2,0,4,1,6,169,747
CLN_11050,2026-06-03,12,20,1,0,1,0,3,8,137
CLN_11051,2026-06-03,10,12,2,0,4,1,6,6,544
CLN_11052,2026-06-03,1,0,1,0,1,0,1,8,313
CLN_11053,2026-06-03,9,8,0,181,1,1,34,3,206
CLN_11054,2026-06-03,2,3,1,0,2,0,3,3,182
CLN_11055,2026-06-03,7,156,5,0,3,0,2,23,323
CLN_11056,2026-06-03,1,127,2,0,1,0,2,14,741
CLN_11057,2026-06-03,1,11,0,0,1,0,1,9,381
CLN_11058,2026-06-03,2,7,1,0,3,0,1,8,158
CLN_11059,2026-06-03,3,10,1,199,3,1,24,15,762
CLN_11060,2026-06-03,6,8,0,0,3,0,4,21,153
CLN_11061,2026-06-03,1,0,0,0,1,0,3,4,616
CLN_11062,2026-06-03,2,30,0,0,3,0,11,11,782
CLN_11063,2026-06-03,1,0,11,0,4,2,3,23,446
CLN_11064,2026-06-03,12,13,0,0,4,1,7,24,137
CLN_11065,2026-06-03,18,3,7,0,3,0,2,4,493
CLN_11066,2026-06-03,2,40,2,0,3,0,1,19,473
CLN_11067,2026-06-03,1,184,1,0,2,0,0,7,224
CLN_11068,2026-06-03,3,79,0,0,1,3,8,2,830
CLN_11069,2026-06-03,10,3,1,0,2,1,2,13,389
CLN_11070,2026-06-03,5,65,2,193,2,0,11,33,424
CLN_11071,2026-06-03,1,13,0,0,2,0,3,5,660
CLN_11072,2026-06-03,1,144,3,0,4,1,8,6,250
CLN_11073,2026-06-03,1,18,0,0,2,1,5,10,512
CLN_11074,2026-06-03,2,9,0,0,3,0,12,3,575
CLN_11075,2026-06-03,2,11,3,0,2,0,3,5,69
CLN_11076,2026-06-03,3,57,0,0,3,0,7,17,850
CLN_11077,2026-06-03,2,60,0,0,4,0,1,20,183
CLN_11078,2026-06-03,1,1,2,0,3,2,24,46,177
CLN_11079,2026-06-03,1,122,0,182,3,0,7,7,77
CLN_11080,2026-06-03,23,10,2,0,5,0,4,15,779
CLN_11081,2026-06-03,4,2,0,0,1,2,3,1,64
CLN_11082,2026-06-03,16,9,2,0,2,0,1,8,780
CLN_11083,2026-06-03,6,42,0,0,4,1,7,6,199
CLN_11084,2026-06-03,1,98,0,0,1,0,10,4,514
CLN_11085,2026-06-03,11,11,1,0,3,0,5,13,782
CLN_11086,2026-06-03,2,81,0,0,2,0,12,3,639
CLN_11087,2026-06-03,3,5,1,0,3,0,16,6,84
CLN_11088,2026-06-03,5,0,6,0,6,0,2,4,590
CLN_11089,2026-06-03,0,117,6,0,4,0,4,54,881
CLN_11090,2026-06-03,8,12,0,0,2,0,1,3,669
CLN_11091,2026-06-03,6,12,1,0,3,0,7,10,894
CLN_11092,2026-06-03,4,3,3,0,1,0,1,8,81
CLN_11093,2026-06-03,3,13,1,0,2,0,8,10,673
CLN_11094,2026-06-03,3,100,0,0,1,3,10,8,870
CLN_11095,2026-06-03,1,1,0,0,1,2,1,9,303
CLN_11096,2026-06-03,3,116,0,0,3,0,1,3,650
CLN_11097,2026-06-03,1,6,3,191,2,1,7,236,563
CLN_11098,2026-06-03,2,64,0,0,1,0,1,2,695
CLN_11099,2026-06-03,8,11,0,197,3,0,2,31,504
CLN_11100,2026-06-03,3,14,2,0,5,1,2,4,213
CLN_11101,2026-06-03,3,3,0,0,2,0,0,6,546
CLN_11102,2026-06-03,1,5,2,0,1,1,2,10,496
CLN_11103,2026-06-03,2,3,3,179,3,0,6,27,755
CLN_11104,2026-06-03,2,8,1,0,3,0,4,5,282
CLN_11105,2026-06-03,5,8,1,0,1,0,1,18,242
CLN_11106,2026-06-03,1,9,1,0,3,2,7,10,777
CLN_11107,2026-06-03,6,4,4,0,1,1,3,5,718
CLN_11108,2026-06-03,2,2,3,0,4,0,1,10,111
CLN_11109,2026-06-03,2,1,6,0,2,0,1,3,696
CLN_11110,2026-06-03,1,5,4,0,1,1,0,122,805
CLN_11111,2026-06-03,1,18,0,0,3,1,9,15,626
CLN_11112,2026-06-03,6,3,4,0,3,3,6,9,832
CLN_11113,2026-06-03,2,3,0,184,1,0,2,8,558
CLN_11114,2026-06-03,2,149,6,0,1,0,2,19,811
CLN_11115,2026-06-03,3,105,3,0,4,1,6,20,473
CLN_11116,2026-06-03,6,144,2,0,5,0,6,13,652
CLN_11117,2026-06-03,4,13,2,0,1,0,21,4,497
CLN_11118,2026-06-03,5,2,3,0,5,0,12,11,261
CLN_11119,2026-06-03,5,126,1,0,3,1,7,1,601
CLN_11120,2026-06-03,4,12,0,0,1,1,1,2,650
CLN_11121,2026-06-03,5,3,1,0,3,0,2,10,682
CLN_11122,2026-06-03,3,5,0,0,3,2,15,6,597
CLN_11123,2026-06-03,3,105,3,0,2,0,1,1,768
CLN_11124,2026-06-03,4,10,3,0,2,2,12,5,719
CLN_11125,2026-06-03,7,4,0,0,4,2,2,8,59
CLN_11126,2026-06-03,11,175,6,0,1,0,2,25,809
CLN_11127,2026-06-03,1,13,0,0,2,0,1,10,757
CLN_11128,2026-06-03,1,177,0,0,1,1,10,32,646
CLN_11129,2026-06-03,3,9,14,0,3,2,3,11,571
CLN_11130,2026-06-03,4,9,0,0,1,0,2,1,160
CLN_11131,2026-06-03,1,7,0,0,3,0,2,44,792
CLN_11132,2026-06-03,7,14,4,176,7,1,5,3,175
CLN_11133,2026-06-03,4,9,2,0,3,0,9,15,71
CLN_11134,2026-06-03,8,10,4,0,3,2,5,37,513
CLN_11135,2026-06-03,6,90,0,0,1,0,1,14,400
CLN_11136,2026-06-03,1,8,2,0,3,0,17,3,77
CLN_11137,2026-06-03,2,2,5,0,3,0,2,6,218
CLN_11138,2026-06-03,2,155,10,0,7,1,6,12,71
CLN_11139,2026-06-03,1,37,0,0,2,0,1,3,478
CLN_11140,2026-06-03,3,10,2,0,1,1,3,7,326
CLN_11141,2026-06-03,1,51,0,0,1,1,2,7,814
CLN_11142,2026-06-03,10,8,1,159,3,1,0,10,718
CLN_11143,2026-06-03,2,5,7,0,4,0,13,8,112
CLN_11144,2026-06-03,9,14,2,0,1,0,5,10,143
CLN_11145,2026-06-03,5,0,0,0,1,0,0,49,833
CLN_11146,2026-06-03,8,7,2,0,2,1,4,16,727
CLN_11147,2026-06-03,2,105,4,0,3,0,2,5,165
CLN_11148,2026-06-03,3,8,2,190,2,0,2,0,274
CLN_11149,2026-06-03,1,6,0,0,3,0,14,20,475
CLN_11150,2026-06-03,11,1,1,0,5,0,4,29,701
CLN_11151,2026-06-03,3,98,2,0,2,3,4,28,700
CLN_11152,2026-06-03,3,170,3,0,6,0,2,14,667
CLN_11153,2026-06-03,1,135,2,0,1,0,3,6,843
CLN_11154,2026-06-03,1,11,0,152,3,1,2,67,560
CLN_11155,2026-06-03,2,6,7,0,4,0,9,8,747
CLN_11156,2026-06-03,7,11,0,0,2,0,9,6,881
CLN_11157,2026-06-03,4,171,14,0,1,0,2,19,114
CLN_11158,2026-06-03,3,13,5,0,3,0,13,17,617
CLN_11159,2026-06-03,3,13,0,0,1,0,1,16,649
CLN_11160,2026-06-03,13,1,1,0,4,0,0,7,838
CLN_11161,2026-06-03,9,7,0,0,3,0,6,2,224
CLN_11162,2026-06-03,1,8,1,0,3,0,1,37,116
CLN_11163,2026-06-03,1,162,0,0,1,1,5,3,473
CLN_11164,2026-06-03,27,6,1,0,5,1,4,4,138
CLN_11165,2026-06-03,19,55,1,0,2,0,6,13,431
CLN_11166,2026-06-03,4,10,0,0,5,0,9,32,245
CLN_11167,2026-06-03,1,6,0,0,2,0,1,4,69
CLN_11168,2026-06-03,8,1,4,0,2,0,1,10,693
CLN_11169,2026-06-03,3,39,0,0,3,0,3,23,605
CLN_11170,2026-06-03,2,8,1,0,3,0,3,3,712
CLN_11171,2026-06-03,10,173,1,0,2,1,1,7,422
CLN_11172,2026-06-03,4,2,0,0,1,1,4,9,778
CLN_11173,2026-06-03,1,13,0,0,2,0,3,5,376
CLN_11174,2026-06-03,2,117,0,0,4,0,4,4,588
CLN_11175,2026-06-03,3,3,0,0,1,0,11,8,665
CLN_11176,2026-06-03,6,13,0,0,2,1,7,23,284
CLN_11177,2026-06-03,3,5,0,0,2,2,3,3,891
CLN_11178,2026-06-03,8,9,1,0,5,0,4,12,570
CLN_11179,2026-06-03,3,5,0,0,4,0,10,12,193
CLN_11180,2026-06-03,3,12,5,0,1,1,2,21,123
CLN_11181,2026-06-03,0,9,1,0,1,2,1,1,326
CLN_11182,2026-06-03,1,3,0,0,1,0,2,5,220
CLN_11183,2026-06-03,4,131,0,0,2,0,15,3,118
CLN_11184,2026-06-03,1,122,0,0,2,1,0,1,377
CLN_11185,2026-06-03,2,159,2,0,2,0,2,8,768
CLN_11186,2026-06-03,1,41,0,0,2,0,5,5,291
CLN_11187,2026-06-03,5,11,0,0,2,0,1,25,487
CLN_11188,2026-06-03,4,81,5,0,1,0,5,4,133
CLN_11189,2026-06-03,12,4,2,191,2,2,15,24,867
CLN_11190,2026-06-03,1,1,7,193,1,0,6,27,900
CLN_11191,2026-06-03,3,10,5,0,5,1,10,10,448
CLN_11192,2026-06-03,2,11,6,0,4,0,21,15,116
CLN_11193,2026-06-03,2,4,0,0,5,1,6,28,296
CLN_11194,2026-06-03,2,11,3,0,2,2,5,7,710
CLN_11195,2026-06-03,1,77,1,0,2,0,4,30,227
CLN_11196,2026-06-03,8,150,0,0,2,0,1,65,250
CLN_11197,2026-06-03,1,2,4,0,3,0,64,63,880
CLN_11198,2026-06-03,13,107,1,0,1,1,1,6,785
CLN_11199,2026-06-03,4,2,2,0,3,0,4,43,663
CLN_11200,2026-06-03,3,1,1,0,3,0,5,16,641
CLN_11201,2026-06-03,4,1,0,0,2,0,2,1,189
CLN_11202,2026-06-03,1,165,1,181,2,1,2,20,506
CLN_11203,2026-06-03,1,1,0,0,1,2,3,53,547
CLN_11204,2026-06-03,3,31,2,0,2,0,3,3,268
CLN_11205,2026-06-03,20,14,7,0,1,1,12,22,671
CLN_11206,2026-06-03,2,10,0,0,1,1,1,3,504
CLN_11207,2026-06-03,3,4,0,0,1,0,1,11,544
CLN_11208,2026-06-03,1,13,0,0,1,0,1,6,479
CLN_11209,2026-06-03,3,0,1,0,1,0,1,7,681
CLN_11210,2026-06-03,12,57,1,0,3,0,2,2,491
CLN_11211,2026-06-03,7,11,2,0,1,0,1,4,817
CLN_11212,2026-06-03,2,1,3,0,1,0,2,6,877
CLN_11213,2026-06-03,7,1,0,0,3,0,1,7,575
CLN_11214,2026-06-03,5,5,2,0,3,0,0,16,326
CLN_11215,2026-06-03,4,153,1,0,4,0,0,5,187
CLN_11216,2026-06-03,5,2,0,0,1,0,0,3,664
CLN_11217,2026-06-03,5,155,0,0,1,0,1,9,705
CLN_11218,2026-06-03,3,5,2,0,1,1,7,5,549
CLN_11219,2026-06-03,5,3,1,0,1,0,1,6,890
CLN_11220,2026-06-03,3,126,2,0,2,1,9,11,478
CLN_11221,2026-06-03,1,6,0,0,1,1,4,1,790
CLN_11222,2026-06-03,2,3,2,0,2,0,2,36,818
CLN_11223,2026-06-03,3,4,1,0,1,1,10,6,716
CLN_11224,2026-06-03,1,9,1,0,1,0,1,6,692
CLN_11225,2026-06-03,10,100,4,204,2,2,4,13,263
CLN_11226,2026-06-03,0,4,0,0,3,0,0,3,554
CLN_11227,2026-06-03,28,4,0,0,5,0,3,13,806
CLN_11228,2026-06-03,10,8,0,0,4,1,4,4,537
CLN_11229,2026-06-03,2,8,0,0,1,0,2,1,303
CLN_11230,2026-06-03,2,9,0,0,1,1,0,26,584
CLN_11231,2026-06-03,4,3,2,0,2,0,2,9,253
CLN_11232,2026-06-03,2,5,0,0,1,0,2,12,664
CLN_11233,2026-06-03,2,47,0,0,3,0,5,18,125
CLN_11234,2026-06-03,2,80,0,0,2,0,0,9,461
CLN_11235,2026-06-03,3,119,0,0,5,0,2,14,334
CLN_11236,2026-06-03,2,1,0,0,3,0,1,4,825
CLN_11237,2026-06-03,1,13,3,0,4,1,4,3,295
CLN_11238,2026-06-03,3,2,3,0,3,0,2,9,828
CLN_11239,2026-06-03,3,7,2,0,4,1,10,10,313
CLN_11240,2026-06-03,3,7,1,0,2,0,1,5,861
CLN_11241,2026-06-03,3,91,2,0,5,0,3,15,817
CLN_11242,2026-06-03,7,13,0,0,1,0,1,13,481
CLN_11243,2026-06-03,2,11,7,192,2,0,3,9,749
CLN_11244,2026-06-03,4,110,2,0,4,0,5,17,558
CLN_11245,2026-06-03,8,77,1,180,3,0,1,7,361
CLN_11246,2026-06-03,3,132,2,0,2,0,2,29,507
CLN_11247,2026-06-03,3,113,1,0,1,0,9,12,208
CLN_11248,2026-06-03,3,4,1,0,2,0,1,47,277
CLN_11249,2026-06-03,8,2,3,187,2,0,1,6,232
CLN_11250,2026-06-03,2,7,1,0,2,0,0,25,558
CLN_11251,2026-06-03,11,13,1,0,5,0,1,4,493
CLN_11252,2026-06-03,6,4,5,180,4,0,3,9,327
CLN_11253,2026-06-03,1,1,9,0,4,0,1,2,108
CLN_11254,2026-06-03,5,13,2,0,1,0,1,22,618
CLN_11255,2026-06-03,1,21,2,0,3,0,0,11,169
CLN_11256,2026-06-03,3,61,0,0,1,1,1,14,254
CLN_11257,2026-06-03,0,0,1,0,3,0,24,5,70
CLN_11258,2026-06-03,3,144,1,0,1,1,1,7,683
CLN_11259,2026-06-03,2,13,0,0,2,1,15,11,147
CLN_11260,2026-06-03,1,11,1,0,2,0,11,19,364
CLN_11261,2026-06-03,2,6,2,164,2,1,3,6,61
CLN_11262,2026-06-03,2,10,1,0,1,0,4,5,773
CLN_11263,2026-06-03,3,2,1,0,2,0,2,8,840
CLN_11264,2026-06-03,1,7,3,0,1,0,3,28,405
CLN_11265,2026-06-03,6,144,7,0,5,0,12,5,467
CLN_11266,2026-06-03,9,8,0,0,3,1,1,2,126
CLN_11267,2026-06-03,4,129,6,0,3,0,1,4,706
CLN_11268,2026-06-03,4,3,1,0,1,3,2,3,263
CLN_11269,2026-06-03,7,6,2,0,2,0,1,10,66
CLN_11270,2026-06-03,11,128,0,0,2,1,11,20,743
CLN_11271,2026-06-03,24,12,0,0,2,1,1,12,885
CLN_11272,2026-06-03,3,157,10,0,6,1,8,4,582
CLN_11273,2026-06-03,2,0,2,0,4,0,4,2,411
CLN_11274,2026-06-03,5,7,0,0,2,0,2,1,785
CLN_11275,2026-06-03,5,11,2,0,2,0,1,2,231
CLN_11276,2026-06-03,7,12,1,0,2,0,4,4,688
CLN_11277,2026-06-03,10,7,0,0,2,0,3,7,74
CLN_11278,2026-06-03,4,5,4,0,3,0,5,1,795
CLN_11279,2026-06-03,5,58,2,0,2,1,10,33,539
CLN_11280,2026-06-03,1,7,0,0,2,1,1,11,344
CLN_11281,2026-06-03,17,118,2,0,3,0,1,8,577
CLN_11282,2026-06-03,1,5,3,0,3,0,2,5,775
CLN_11283,2026-06-03,2,4,6,0,4,0,1,12,709
CLN_11284,2026-06-03,2,4,2,0,2,0,5,3,343
CLN_11285,2026-06-03,2,95,0,0,2,0,4,15,723
CLN_11286,2026-06-03,1,7,1,0,1,0,0,3,842
CLN_11287,2026-06-03,2,158,1,0,2,2,0,1,562
CLN_11288,2026-06-03,1,10,0,0,3,0,4,33,759
CLN_11289,2026-06-03,1,5,0,0,4,1,9,5,666
CLN_11290,2026-06-03,10,8,0,0,1,0,2,21,727
CLN_11291,2026-06-03,5,6,1,0,1,2,0,9,192
CLN_11292,2026-06-03,4,12,0,0,2,0,7,3,37
CLN_11293,2026-06-03,8,2,3,0,3,0,35,7,299
CLN_11294,2026-06-03,9,130,0,0,1,0,0,35,538
CLN_11295,2026-06-03,1,10,4,0,3,2,6,7,377
CLN_11296,2026-06-03,1,5,0,185,2,0,1,4,105
CLN_11297,2026-06-03,2,162,1,0,2,0,1,50,717
CLN_11298,2026-06-03,1,63,1,0,1,0,2,18,493
CLN_11299,2026-06-03,3,139,0,0,2,1,4,44,617
CLN_11300,2026-06-03,3,139,4,0,1,0,1,19,53
CLN_11301,2026-06-03,4,163,6,0,1,0,6,10,851
CLN_11302,2026-06-03,3,59,1,0,2,0,2,14,566
CLN_11303,2026-06-03,1,153,0,0,1,0,2,5,168
CLN_11304,2026-06-03,0,6,0,0,1,1,1,5,475
CLN_11305,2026-06-03,1,10,0,0,2,0,9,6,712
CLN_11306,2026-06-03,1,6,0,0,2,1,2,5,345
CLN_11307,2026-06-03,2,16,0,0,2,1,1,6,784
CLN_11308,2026-06-03,1,1,4,0,2,0,17,5,715
CLN_11309,2026-06-03,2,12,1,174,3,0,6,3,105
CLN_11310,2026-06-03,1,10,3,168,1,0,3,1,213
CLN_11311,2026-06-03,3,11,10,0,3,0,4,57,536
CLN_11312,2026-06-03,1,13,1,0,6,1,25,24,317
CLN_11313,2026-06-03,1,13,0,0,1,1,15,9,600
CLN_11314,2026-06-03,1,89,3,0,1,0,2,3,858
CLN_11315,2026-06-03,2,6,0,0,2,0,5,3,818
CLN_11316,2026-06-03,3,171,0,0,6,1,2,10,499
CLN_11317,2026-06-03,6,3,0,0,1,0,3,2,577
CLN_11318,2026-06-03,4,27,0,0,2,0,4,17,418
CLN_11319,2026-06-03,3,14,0,185,4,0,1,10,133
CLN_11320,2026-06-03,2,31,0,186,4,0,2,13,270
CLN_11321,2026-06-03,5,11,0,0,3,1,6,4,288
CLN_11322,2026-06-03,3,137,0,0,3,0,8,9,283
CLN_11323,2026-06-03,4,4,3,0,1,0,1,2,74
CLN_11324,2026-06-03,11,156,10,0,3,0,10,36,101
CLN_11325,2026-06-03,4,11,2,0,1,2,4,12,513
CLN_11326,2026-06-03,11,8,3,0,4,0,1,29,464
CLN_11327,2026-06-03,2,3,1,0,1,0,5,8,369
CLN_11328,2026-06-03,3,11,1,0,2,0,0,2,482
CLN_11329,2026-06-03,1,8,0,0,1,0,11,3,438
CLN_11330,2026-06-03,2,147,7,0,1,0,1,27,191
CLN_11331,2026-06-03,4,112,4,0,3,0,4,4,210
CLN_11332,2026-06-03,8,8,2,0,3,0,3,6,618
CLN_11333,2026-06-03,6,5,6,0,2,1,18,15,434
CLN_11334,2026-06-03,7,14,3,0,3,0,4,14,306
CLN_11335,2026-06-03,1,6,1,0,1,0,0,1,399
CLN_11336,2026-06-03,2,72,3,0,4,0,18,8,609
CLN_11337,2026-06-03,4,80,2,0,4,1,1,10,266
CLN_11338,2026-06-03,2,7,0,0,1,0,8,32,839
CLN_11339,2026-06-03,49,1,0,0,2,0,1,20,615
CLN_11340,2026-06-03,6,12,0,0,2,1,13,9,162
CLN_11341,2026-06-03,5,116,8,0,2,0,2,74,92
CLN_11342,2026-06-03,2,2,0,0,3,1,2,12,137
CLN_11343,2026-06-03,2,13,0,0,1,0,23,5,820
CLN_11344,2026-06-03,3,5,1,0,4,1,2,141,631
CLN_11345,2026-06-03,2,80,0,0,2,0,9,20,309
CLN_11346,2026-06-03,2,4,1,170,3,0,2,27,83
CLN_11347,2026-06-03,2,11,1,0,2,0,2,12,727
CLN_11348,2026-06-03,6,2,1,0,2,0,6,6,642
CLN_11349,2026-06-03,9,3,1,0,2,0,2,3,570
CLN_11350,2026-06-03,2,7,0,0,2,0,3,1,447
CLN_11351,2026-06-03,1,9,0,0,2,0,2,16,272
CLN_11352,2026-06-03,4,60,1,0,2,0,1,4,788
CLN_11353,2026-06-03,10,11,5,0,1,0,1,27,508
CLN_11354,2026-06-03,12,6,5,0,2,0,2,15,164
CLN_11355,2026-06-03,9,10,1,0,1,0,1,7,496
CLN_11356,2026-06-03,6,7,0,0,1,1,2,3,828
CLN_11357,2026-06-03,4,4,3,0,3,1,10,4,262
CLN_11358,2026-06-03,3,12,0,167,2,0,7,6,569
CLN_11359,2026-06-03,2,41,2,0,3,0,1,8,118
CLN_11360,2026-06-03,2,6,0,0,2,3,5,5,483
CLN_11361,2026-06-03,19,7,5,0,5,0,2,26,869
CLN_11362,2026-06-03,2,1,1,0,3,0,20,5,632
CLN_11363,2026-06-03,1,1,1,0,3,0,1,24,552
CLN_11364,2026-06-03,3,5,1,0,3,0,12,9,557
CLN_11365,2026-06-03,3,97,2,0,2,1,12,7,679
CLN_11366,2026-06-03,11,13,5,181,4,1,13,18,44
CLN_11367,2026-06-03,2,1,6,0,3,1,7,15,82
CLN_11368,2026-06-03,12,51,4,0,2,0,1,2,339
CLN_11369,2026-06-03,2,1,0,0,3,0,7,15,36
CLN_11370,2026-06-03,11,109,1,0,5,0,2,4,854
CLN_11371,2026-06-03,3,1,7,0,8,0,7,27,900
CLN_11372,2026-06-03,1,95,8,0,7,0,26,13,58
CLN_11373,2026-06-03,2,3,0,0,2,0,3,3,266
CLN_11374,2026-06-03,4,14,1,0,5,1,5,10,635
CLN_11375,2026-06-03,1,12,1,0,2,0,1,9,891
CLN_11376,2026-06-03,0,14,0,0,1,1,5,9,73
CLN_11377,2026-06-03,3,75,6,0,3,0,1,4,824
CLN_11378,2026-06-03,11,117,6,0,7,0,7,9,629
