clinician_id,annual_patient_volume,revenue_band,num_locations,has_billing_system,accepts_insurance,is_group_practice
CLN_11575,664,<$1M,1,1,1,1
CLN_11576,3433,<$1M,1,1,1,1
CLN_11577,271,$1M-$5M,1,1,0,0
CLN_11578,482,$5M-$20M,1,1,1,0
CLN_11579,811,$1M-$5M,1,1,0,1
CLN_11580,455,$1M-$5M,1,1,1,1
CLN_11581,1587,$5M-$20M,1,1,1,1
CLN_11582,1218,$1M-$5M,1,1,1,1
CLN_11583,181,<$1M,1,1,1,0
CLN_11584,2319,$5M-$20M,1,0,1,1
CLN_11585,2181,<$1M,1,1,1,1
CLN_11586,1636,$5M-$20M,1,1,1,1
CLN_11587,1515,$1M-$5M,1,1,1,1
CLN_11588,3106,<$1M,1,1,1,1
CLN_11589,15994,$5M-$20M,3,1,0,1
CLN_11590,153869,$5M-$20M,1,1,1,1
CLN_11591,47438,$1M-$5M,1,0,1,1
CLN_11592,7610,$20M-$100M,1,1,0,1
CLN_11593,544,$20M-$100M,6,1,1,1
CLN_11594,437,<$1M,6,1,1,1
CLN_11595,1314,$5M-$20M,1,0,0,1
CLN_11596,141,$1M-$5M,1,1,1,0
CLN_11597,2079,$5M-$20M,4,1,1,1
CLN_11598,1766,$5M-$20M,1,1,0,1
CLN_11599,2714,$1M-$5M,5,0,1,1
CLN_11600,1162,$5M-$20M,1,1,0,1
CLN_11601,24671,$5M-$20M,4,0,1,1
CLN_11602,1685,$1M-$5M,6,1,1,1
CLN_11603,228,<$1M,1,1,1,0
CLN_11604,2120,$1M-$5M,8,0,1,1
CLN_11605,49790,$1M-$5M,10,1,0,1
CLN_11606,349,$5M-$20M,1,1,1,0
CLN_11607,238,<$1M,1,1,0,0
CLN_11608,2638,$20M-$100M,3,1,1,1
CLN_11609,202,$1M-$5M,1,1,1,0
CLN_11610,11862,$1M-$5M,4,1,1,1
CLN_11611,104,$1M-$5M,1,0,1,0
CLN_11612,805,<$1M,5,0,1,1
CLN_11613,6288,$5M-$20M,5,1,0,1
CLN_11614,1562,$5M-$20M,1,1,1,1
CLN_11615,890,$1M-$5M,2,1,1,1
CLN_11616,2047,$1M-$5M,1,1,1,1
CLN_11617,136,<$1M,1,0,1,0
CLN_11618,12374,<$1M,1,1,1,1
CLN_11619,8795,$1M-$5M,2,0,1,1
CLN_11620,156024,$20M-$100M,2,0,1,1
CLN_11621,13815,$1M-$5M,4,1,1,1
CLN_11622,810,$5M-$20M,1,0,0,0
CLN_11623,3362,$5M-$20M,1,0,1,1
CLN_11624,68,$5M-$20M,1,1,1,0
CLN_11625,113123,$1M-$5M,3,1,1,1
CLN_11626,4567,<$1M,1,0,1,1
CLN_11627,1828,<$1M,9,1,1,1
CLN_11628,782,$1M-$5M,1,1,1,1
CLN_11629,20958,$20M-$100M,4,0,0,1
CLN_11630,172,$5M-$20M,1,1,1,0
CLN_11631,551,$5M-$20M,1,1,0,1
CLN_11632,19787,<$1M,1,1,1,1
CLN_11633,2955,$1M-$5M,1,1,1,1
CLN_11634,209374,$1M-$5M,4,1,1,1
CLN_11635,500,$1M-$5M,1,1,0,0
CLN_11636,789,$100M+,8,1,1,1
CLN_11637,126,$1M-$5M,1,1,1,0
CLN_11638,3162,<$1M,3,1,1,1
CLN_11639,6545,$1M-$5M,2,1,1,1
CLN_11640,4521,$100M+,6,1,1,1
CLN_11641,2209,$1M-$5M,2,1,1,1
CLN_11642,626,$1M-$5M,1,0,1,1
CLN_11643,12114,$20M-$100M,1,1,1,1
CLN_11644,647,<$1M,1,0,1,1
CLN_11645,204,$1M-$5M,1,0,1,0
CLN_11646,248,<$1M,1,1,1,0
CLN_11647,2297,<$1M,1,1,0,1
CLN_11648,1389,$100M+,3,1,1,1
CLN_11649,4444,$1M-$5M,1,1,0,1
CLN_11650,8261,$5M-$20M,8,0,1,1
CLN_11651,3493,$1M-$5M,2,0,0,1
CLN_11652,1189,$5M-$20M,5,1,1,1
CLN_11653,676,<$1M,8,0,1,1
CLN_11654,1519,$5M-$20M,11,0,0,1
CLN_11655,1817,$5M-$20M,5,0,1,1
CLN_11656,128,$1M-$5M,1,0,1,0
CLN_11657,487,<$1M,7,1,1,1
CLN_11658,3755,<$1M,2,1,1,1
CLN_11659,6566,$5M-$20M,1,1,1,1
CLN_11660,2734,$1M-$5M,1,1,1,1
CLN_11661,623,<$1M,1,1,0,1
CLN_11662,318,$5M-$20M,1,1,1,0
CLN_11663,8476,$100M+,1,0,1,1
CLN_11664,781,$20M-$100M,1,1,1,1
CLN_11665,113,$5M-$20M,1,1,1,0
CLN_11666,12232,$1M-$5M,1,0,1,1
CLN_11667,11504,$5M-$20M,2,1,1,1
CLN_11668,1303,<$1M,1,0,1,1
CLN_11669,488,$100M+,1,1,1,1
CLN_11670,4162,$1M-$5M,1,1,1,1
CLN_11671,7932,<$1M,3,1,1,1
CLN_11672,234,$20M-$100M,1,1,1,0
CLN_11673,220,$5M-$20M,1,0,1,0
CLN_11674,2243,$1M-$5M,1,1,1,1
CLN_11675,540,<$1M,1,1,1,1
CLN_11676,1162,$5M-$20M,3,1,0,1
CLN_11677,131,<$1M,1,0,0,0
CLN_11678,1765,$100M+,1,0,0,1
CLN_11679,14124,$1M-$5M,1,1,1,1
CLN_11680,1412,$1M-$5M,6,0,1,1
CLN_11681,154,$5M-$20M,1,1,0,0
CLN_11682,8322,$1M-$5M,4,0,1,1
CLN_11683,281,$1M-$5M,1,1,1,0
CLN_11684,241518,$100M+,4,1,1,1
CLN_11685,6316,$100M+,1,1,1,1
CLN_11686,2239,$5M-$20M,6,0,1,1
CLN_11687,1156,<$1M,2,1,1,1
CLN_11688,188,$1M-$5M,1,1,0,0
CLN_11689,109426,<$1M,2,1,1,1
CLN_11690,23660,$1M-$5M,3,1,1,1
CLN_11691,184,$1M-$5M,1,1,0,0
CLN_11692,686,$20M-$100M,1,0,0,1
CLN_11693,660,<$1M,2,0,0,1
CLN_11694,94647,<$1M,1,1,1,1
CLN_11695,11048,$20M-$100M,1,1,0,1
CLN_11696,428,$1M-$5M,1,0,1,1
CLN_11697,1003,$1M-$5M,1,0,1,1
CLN_11698,4328,$1M-$5M,8,0,1,1
CLN_11699,856,$5M-$20M,1,1,1,1
CLN_11700,689,$20M-$100M,2,0,1,1
CLN_11701,1322,$20M-$100M,2,1,1,1
CLN_11702,232,<$1M,1,1,1,0
CLN_11703,11264,<$1M,2,1,1,1
CLN_11704,23871,$1M-$5M,5,0,1,1
CLN_11705,1858,$1M-$5M,1,1,1,1
CLN_11706,163,$5M-$20M,1,1,0,0
CLN_11707,5522,$20M-$100M,2,1,1,1
CLN_11708,117,$1M-$5M,1,0,1,0
CLN_11709,2092,$1M-$5M,1,1,1,1
CLN_11710,452,$5M-$20M,1,0,0,0
CLN_11711,6185,$1M-$5M,1,1,1,1
CLN_11712,150,<$1M,1,1,1,0
CLN_11713,361,<$1M,1,1,0,0
CLN_11714,2090,$5M-$20M,3,1,1,1
CLN_11715,12365,$20M-$100M,3,1,1,1
CLN_11716,1154,$1M-$5M,1,1,1,1
CLN_11717,279,$5M-$20M,1,1,1,0
CLN_11718,10689,$20M-$100M,1,0,1,1
CLN_11719,26876,$5M-$20M,2,1,1,1
CLN_11720,542,$1M-$5M,1,1,1,0
CLN_11721,15344,$1M-$5M,1,1,0,1
CLN_11722,4288,$1M-$5M,1,1,1,1
CLN_11723,11854,$20M-$100M,7,1,1,1
CLN_11724,1043,$5M-$20M,1,1,1,1
CLN_11725,102,$1M-$5M,1,0,1,0
CLN_11726,235,<$1M,1,1,1,0
CLN_11727,389,$5M-$20M,1,0,0,0
CLN_11728,3219,$5M-$20M,8,1,0,1
CLN_11729,484,$1M-$5M,4,1,1,1
CLN_11730,5164,$100M+,7,1,1,1
CLN_11731,346,$1M-$5M,1,1,1,0
CLN_11732,4929,<$1M,4,1,1,1
CLN_11733,2894,$1M-$5M,1,1,1,1
CLN_11734,3680,$5M-$20M,2,1,0,1
CLN_11735,111,$20M-$100M,1,1,1,0
CLN_11736,267,$1M-$5M,1,0,1,0
CLN_11737,205,<$1M,1,1,1,0
CLN_11738,1314,$1M-$5M,1,1,1,1
CLN_11739,1924,$20M-$100M,2,1,0,1
CLN_11740,2429,$100M+,1,1,1,1
CLN_11741,531,<$1M,2,0,1,1
CLN_11742,4084,$5M-$20M,1,0,1,1
CLN_11743,689,$20M-$100M,4,1,0,1
CLN_11744,405,<$1M,1,1,1,1
CLN_11745,303,<$1M,1,0,1,0
CLN_11746,3181,<$1M,1,0,0,1
CLN_11747,1935,$5M-$20M,1,0,1,1
CLN_11748,6802,$5M-$20M,1,1,1,1
CLN_11749,11291,$20M-$100M,11,0,1,1
CLN_11750,2335,<$1M,1,1,0,1
CLN_11751,1025,<$1M,12,1,1,1
CLN_11752,3705,$20M-$100M,1,1,1,1
CLN_11753,8241,$1M-$5M,1,0,1,1
CLN_11754,1145,$5M-$20M,4,1,1,1
CLN_11755,28569,$5M-$20M,1,1,1,1
CLN_11756,12311,$1M-$5M,1,1,0,1
CLN_11757,128276,<$1M,1,1,1,1
CLN_11758,2571,$1M-$5M,1,0,1,1
CLN_11759,357,<$1M,1,1,1,0
CLN_11760,1368,$5M-$20M,1,1,1,1
CLN_11761,744,$5M-$20M,1,1,1,1
CLN_11762,2335,$20M-$100M,1,1,1,1
CLN_11763,4138,<$1M,1,1,1,1
CLN_11764,1863,$20M-$100M,1,0,1,1
CLN_11765,269,$5M-$20M,3,1,0,1
CLN_11766,92,$100M+,1,1,1,0
CLN_11767,1759,$1M-$5M,1,0,0,1
CLN_11768,265,$1M-$5M,1,1,1,0
CLN_11769,5700,$5M-$20M,3,1,0,1
CLN_11770,10029,$20M-$100M,3,1,1,1
CLN_11771,118,$20M-$100M,1,1,0,0
CLN_11772,56548,<$1M,1,1,1,1
CLN_11773,728,$1M-$5M,3,1,1,1
CLN_11774,284,$5M-$20M,14,1,1,1
CLN_11775,18264,$5M-$20M,5,1,1,1
CLN_11776,69229,$5M-$20M,1,1,1,1
CLN_11777,3769,<$1M,1,1,1,1
CLN_11778,23017,$5M-$20M,1,1,1,1
CLN_11779,3407,$1M-$5M,5,1,1,1
CLN_11780,1374,<$1M,3,0,1,1
CLN_11781,1027,$100M+,2,1,1,1
CLN_11782,18141,$1M-$5M,2,0,1,1
CLN_11783,372,<$1M,1,1,1,0
CLN_11784,4311,$5M-$20M,3,1,0,1
CLN_11785,857,<$1M,3,1,1,1
CLN_11786,1038,$1M-$5M,3,1,1,1
CLN_11787,337,$5M-$20M,1,0,1,1
CLN_11788,27827,$100M+,12,1,1,1
CLN_11789,2633,$1M-$5M,1,1,1,1
CLN_11790,12637,$5M-$20M,1,1,1,1
CLN_11791,930,$1M-$5M,3,1,1,1
CLN_11792,30723,$20M-$100M,15,1,1,1
CLN_11793,15230,$1M-$5M,3,0,1,1
CLN_11794,1826,$1M-$5M,1,1,1,1
CLN_11795,987,$100M+,2,1,0,1
CLN_11796,110,<$1M,1,1,1,0
CLN_11797,200,$1M-$5M,1,1,1,0
CLN_11798,311,<$1M,1,0,1,0
CLN_11799,2278,<$1M,1,1,1,1
CLN_11800,370,$20M-$100M,1,0,1,0
CLN_11801,1531,<$1M,4,1,0,1
CLN_11802,70287,$20M-$100M,1,1,1,1
CLN_11803,3041,<$1M,1,1,1,1
CLN_11804,145,<$1M,1,1,1,0
CLN_11805,227,<$1M,1,1,0,0
CLN_11806,314,$5M-$20M,1,1,0,0
CLN_11807,3676,$1M-$5M,1,1,1,1
CLN_11808,513,<$1M,2,1,1,1
CLN_11809,278,$1M-$5M,1,0,1,0
CLN_11810,714,$5M-$20M,2,1,1,1
CLN_11811,15444,$5M-$20M,4,1,1,1
CLN_11812,3892,$20M-$100M,1,1,1,1
CLN_11813,2282,<$1M,1,1,0,1
CLN_11814,297,$5M-$20M,1,1,1,0
CLN_11815,143,$1M-$5M,1,1,1,0
CLN_11816,1367,$20M-$100M,4,1,0,1
CLN_11817,585,<$1M,1,1,1,0
CLN_11818,54307,$5M-$20M,2,1,1,1
CLN_11819,1133,<$1M,1,1,1,1
CLN_11820,754,$5M-$20M,1,1,1,0
CLN_11821,1183,$20M-$100M,2,1,1,1
CLN_11822,340,$1M-$5M,1,1,1,0
CLN_11823,106796,$100M+,5,1,1,1
CLN_11824,3019,$1M-$5M,5,1,0,1
CLN_11825,540,$5M-$20M,1,0,1,0
CLN_11826,724,$5M-$20M,10,0,1,1
CLN_11827,5458,<$1M,1,0,1,1
CLN_11828,31651,<$1M,3,1,1,1
CLN_11829,689,<$1M,1,1,1,1
CLN_11830,72693,$1M-$5M,8,1,1,1
CLN_11831,342,<$1M,1,1,1,0
CLN_11832,849,<$1M,1,1,0,1
CLN_11833,957,$1M-$5M,1,0,1,1
CLN_11834,20667,<$1M,2,0,1,1
CLN_11835,2728,$1M-$5M,2,1,0,1
CLN_11836,287,<$1M,1,1,0,0
CLN_11837,50983,$5M-$20M,1,1,1,1
CLN_11838,5023,$20M-$100M,5,1,1,1
CLN_11839,1781,<$1M,1,1,1,1
CLN_11840,4614,$1M-$5M,1,1,1,1
CLN_11841,4482,$5M-$20M,1,1,1,1
CLN_11842,4767,<$1M,2,1,1,1
CLN_11843,7113,<$1M,4,1,0,1
CLN_11844,164978,<$1M,1,0,1,1
CLN_11845,308,$1M-$5M,1,1,1,0
CLN_11846,427,$1M-$5M,1,1,1,0
CLN_11847,27064,<$1M,6,1,1,1
CLN_11848,2152,<$1M,5,1,1,1
CLN_11849,3385,$1M-$5M,1,0,1,1
CLN_11850,564,$5M-$20M,1,1,1,1
CLN_11851,226,$1M-$5M,1,1,1,0
CLN_11852,190,$5M-$20M,1,0,1,0
CLN_11853,23280,$5M-$20M,2,1,1,1
CLN_11854,10417,<$1M,1,1,0,1
CLN_11855,12081,$5M-$20M,5,0,1,1
CLN_11856,8081,$1M-$5M,2,1,1,1
CLN_11857,517,<$1M,3,1,1,1
CLN_11858,5661,<$1M,10,0,1,1
CLN_11859,1734,$5M-$20M,1,1,1,1
CLN_11860,370,$5M-$20M,1,1,1,0
CLN_11861,123203,$5M-$20M,3,0,1,1
CLN_11862,397,$5M-$20M,4,0,1,1
CLN_11863,35986,<$1M,2,1,1,1
CLN_11864,6155,$5M-$20M,3,1,1,1
CLN_11865,2564,$1M-$5M,3,1,1,1
CLN_11866,101,$5M-$20M,1,0,0,0
CLN_11867,592,$20M-$100M,1,1,0,1
CLN_11868,171,$1M-$5M,1,1,1,0
CLN_11869,2219,<$1M,3,1,1,1
CLN_11870,1182,$20M-$100M,1,1,1,1
CLN_11871,9005,$20M-$100M,1,0,1,1
CLN_11872,5541,$5M-$20M,3,1,1,1
CLN_11873,318,$1M-$5M,1,1,0,0
CLN_11874,16695,<$1M,5,0,1,1
CLN_11875,1350,<$1M,1,0,0,1
CLN_11876,6195,$5M-$20M,1,0,1,1
CLN_11877,95771,$5M-$20M,6,0,1,1
CLN_11878,373,$1M-$5M,1,1,1,0
CLN_11879,1044,$5M-$20M,1,1,1,0
CLN_11880,16780,$100M+,7,1,0,1
CLN_11881,6234,$20M-$100M,1,0,1,1
CLN_11882,6243,<$1M,3,1,1,1
CLN_11883,18254,$1M-$5M,3,1,1,1
CLN_11884,183,$1M-$5M,1,1,1,0
CLN_11885,252,$1M-$5M,1,0,1,0
CLN_11886,336,<$1M,1,0,1,0
CLN_11887,330,$1M-$5M,1,1,1,0
CLN_11888,22185,$1M-$5M,2,1,1,1
CLN_11889,65209,<$1M,4,1,1,1
CLN_11890,751,$5M-$20M,1,1,1,1
CLN_11891,6679,$1M-$5M,1,1,1,1
CLN_11892,1644,$5M-$20M,6,0,1,1
CLN_11893,5327,<$1M,2,1,1,1
CLN_11894,221,$1M-$5M,1,0,1,0
CLN_11895,579,$20M-$100M,4,1,1,1
CLN_11896,1952,$1M-$5M,1,1,0,1
CLN_11897,2749,$20M-$100M,1,1,1,1
CLN_11898,84859,<$1M,1,1,1,1
CLN_11899,9271,<$1M,1,1,1,1
CLN_11900,10132,<$1M,1,0,1,1
CLN_11901,1114,<$1M,2,1,1,1
CLN_11902,1104,<$1M,1,1,1,1
CLN_11903,4709,$100M+,2,1,1,1
CLN_11904,311,$5M-$20M,1,1,1,0
CLN_11905,399,$1M-$5M,1,1,1,0
CLN_11906,191,$1M-$5M,1,1,1,0
CLN_11907,520,$5M-$20M,3,1,1,1
CLN_11908,499,$1M-$5M,1,1,1,0
CLN_11909,377,$100M+,1,1,1,0
CLN_11910,135,$5M-$20M,1,1,1,0
CLN_11911,37722,<$1M,3,0,1,1
CLN_11912,2260,<$1M,1,1,1,1
CLN_11913,17387,<$1M,2,1,1,1
CLN_11914,823,<$1M,1,1,1,1
CLN_11915,185,$5M-$20M,1,1,1,0
CLN_11916,364,$1M-$5M,1,1,1,0
CLN_11917,2079,<$1M,1,0,0,1
CLN_11918,830,$1M-$5M,1,0,0,1
CLN_11919,3523,$1M-$5M,3,1,1,1
CLN_11920,417,<$1M,1,1,1,0
CLN_11921,23318,$20M-$100M,3,1,1,1
CLN_11922,1038,$100M+,1,1,1,1
CLN_11923,139,$1M-$5M,1,0,1,0
CLN_11924,7549,$5M-$20M,1,1,1,1
CLN_11925,10827,$5M-$20M,2,1,1,1
CLN_11926,37465,<$1M,6,1,1,1
CLN_11927,210,$1M-$5M,1,1,1,0
CLN_11928,7471,$100M+,2,0,1,1
CLN_11929,82842,<$1M,1,1,1,1
CLN_11930,1100,$20M-$100M,1,1,1,1
CLN_11931,156,$5M-$20M,1,1,1,0
CLN_11932,1201,<$1M,1,1,1,1
CLN_11933,303,<$1M,1,0,1,0
CLN_11934,10976,$5M-$20M,2,0,1,1
CLN_11935,5440,$1M-$5M,4,1,1,1
CLN_11936,329,$5M-$20M,1,1,1,0
CLN_11937,2092,$5M-$20M,1,1,1,1
CLN_11938,1315,<$1M,1,1,1,1
CLN_11939,236,$5M-$20M,1,1,1,0
CLN_11940,1969,<$1M,2,0,1,1
CLN_11941,679,<$1M,1,0,1,1
CLN_11942,102,$1M-$5M,1,1,1,0
CLN_11943,576,$1M-$5M,1,1,1,1
CLN_11944,55877,$1M-$5M,1,1,1,1
CLN_11945,10564,$20M-$100M,2,1,0,1
CLN_11946,113,<$1M,1,0,1,0
CLN_11947,137,$20M-$100M,1,1,1,0
CLN_11948,3297,$20M-$100M,1,1,1,1
CLN_11949,5361,$5M-$20M,2,0,1,1
CLN_11950,838,$1M-$5M,3,0,0,1
CLN_11951,110038,$5M-$20M,2,0,1,1
CLN_11952,125434,$20M-$100M,1,1,0,1
CLN_11953,523,$20M-$100M,1,1,1,0
CLN_11954,335,$20M-$100M,1,1,1,0
CLN_11955,1747,$5M-$20M,1,1,1,1
CLN_11956,115,<$1M,1,0,1,0
CLN_11957,2088,$5M-$20M,1,0,1,1
CLN_11958,5842,$1M-$5M,1,1,1,1
CLN_11959,113,$5M-$20M,1,1,1,0
CLN_11960,323,$20M-$100M,1,1,1,1
CLN_11961,856,<$1M,2,0,1,1
CLN_11962,4719,$5M-$20M,2,1,1,1
CLN_11963,1750,$20M-$100M,2,1,1,1
CLN_11964,338,<$1M,1,1,1,0
CLN_11965,949,$5M-$20M,2,1,0,1
CLN_11966,5817,$1M-$5M,2,0,0,1
CLN_11967,11665,$1M-$5M,4,1,0,1
CLN_11968,813,$1M-$5M,1,1,1,0
CLN_11969,2394,$1M-$5M,1,1,1,1
CLN_11970,279,$1M-$5M,1,1,1,0
CLN_11971,1055,$20M-$100M,1,0,1,1
CLN_11972,716,$1M-$5M,2,0,1,1
CLN_11973,52871,$5M-$20M,2,1,1,1
CLN_11974,127,$5M-$20M,1,0,1,0
CLN_11975,7303,<$1M,1,0,1,1
CLN_11976,984,<$1M,1,0,1,1
CLN_11977,1655,$5M-$20M,3,1,1,1
CLN_11978,8141,<$1M,3,1,1,1
CLN_11979,575,<$1M,1,0,1,1
CLN_11980,26920,<$1M,2,1,1,1
CLN_11981,132,$5M-$20M,1,1,1,0
CLN_11982,2223,$20M-$100M,1,1,1,1
CLN_11983,4419,$1M-$5M,2,1,1,1
CLN_11984,26841,<$1M,1,1,0,1
CLN_11985,203,$5M-$20M,1,1,1,0
CLN_11986,199763,$1M-$5M,1,1,1,1
CLN_11987,10274,$1M-$5M,6,0,1,1
CLN_11988,3516,<$1M,9,1,1,1
CLN_11989,17048,$5M-$20M,1,1,1,1
CLN_11990,1268,$1M-$5M,1,1,1,1
CLN_11991,1394,$5M-$20M,2,1,1,1
CLN_11992,59,$1M-$5M,1,1,1,0
CLN_11993,5775,<$1M,4,1,0,1
CLN_11994,1855,$100M+,1,1,0,1
CLN_11995,2413,<$1M,2,1,1,1
CLN_11996,7687,$1M-$5M,1,0,1,1
CLN_11997,5036,$1M-$5M,1,0,1,1
CLN_11998,15302,$1M-$5M,2,0,1,1
CLN_11999,60825,$1M-$5M,1,0,0,1
CLN_12000,1019,<$1M,4,1,1,1
CLN_12001,889,<$1M,1,1,1,1
CLN_12002,4882,$1M-$5M,1,1,1,1
CLN_12003,137,<$1M,1,1,1,0
CLN_12004,1194,<$1M,8,1,1,1
CLN_12005,11962,$20M-$100M,3,1,1,1
CLN_12006,32268,$5M-$20M,1,1,1,1
CLN_12007,2633,<$1M,2,0,1,1
CLN_12008,128364,$20M-$100M,1,1,0,1
CLN_12009,4187,$1M-$5M,6,1,1,1
CLN_12010,191,<$1M,1,1,1,0
CLN_12011,6731,<$1M,4,1,1,1
CLN_12012,60395,$5M-$20M,1,1,0,1
CLN_12013,2138,$1M-$5M,2,1,1,1
CLN_12014,352,<$1M,1,0,1,0
CLN_12015,7233,<$1M,11,0,1,1
CLN_12016,499,$1M-$5M,1,1,1,1
CLN_12017,8465,$1M-$5M,2,0,0,1
CLN_12018,2010,<$1M,1,1,1,1
CLN_12019,1485,$20M-$100M,5,1,1,1
CLN_12020,286,$1M-$5M,1,0,1,0
CLN_12021,415,$20M-$100M,1,1,1,1
CLN_12022,554,$1M-$5M,1,1,1,0
CLN_12023,2407,$5M-$20M,1,1,1,1
CLN_12024,8177,$20M-$100M,7,1,1,1
CLN_12025,2447,<$1M,1,0,1,1
CLN_12026,430,$1M-$5M,3,1,0,1
CLN_12027,2148,<$1M,1,0,1,1
CLN_12028,4150,$1M-$5M,4,1,1,1
CLN_12029,32632,$5M-$20M,1,1,1,1
CLN_12030,2851,$20M-$100M,2,1,1,1
CLN_12031,283,$20M-$100M,1,1,1,0
CLN_12032,647,$20M-$100M,1,1,0,0
CLN_12033,1415,<$1M,1,1,1,1
CLN_12034,17733,$1M-$5M,3,0,1,1
CLN_12035,237,$20M-$100M,1,0,1,0
CLN_12036,410,$5M-$20M,1,0,1,0
CLN_12037,62,$5M-$20M,1,1,1,0
CLN_12038,439,$5M-$20M,1,1,1,0
CLN_12039,447,<$1M,3,0,1,1
CLN_12040,111,<$1M,1,0,1,0
CLN_12041,1517,$20M-$100M,2,0,1,1
CLN_12042,171672,$5M-$20M,1,1,0,1
CLN_12043,1668,<$1M,4,0,1,1
CLN_12044,1203,$20M-$100M,1,1,1,1
CLN_12045,1363,$5M-$20M,1,1,1,1
CLN_12046,2922,$5M-$20M,8,1,1,1
CLN_12047,2645,$5M-$20M,1,1,1,1
CLN_12048,207,<$1M,1,1,0,0
CLN_12049,330,$1M-$5M,1,0,1,0
CLN_12050,152,$20M-$100M,1,1,1,0
CLN_12051,203,$100M+,1,0,1,0
CLN_12052,5474,<$1M,2,1,1,1
CLN_12053,2007,$5M-$20M,3,1,1,1
CLN_12054,967,$1M-$5M,1,1,1,1
CLN_12055,19020,$5M-$20M,1,1,1,1
CLN_12056,384,$1M-$5M,1,1,1,0
CLN_12057,115928,$1M-$5M,3,1,1,1
CLN_12058,6499,<$1M,1,1,0,1
CLN_12059,28263,$1M-$5M,4,1,0,1
CLN_12060,81483,$5M-$20M,1,0,1,1
CLN_12061,315,$1M-$5M,1,1,1,0
CLN_12062,198,$20M-$100M,1,0,1,0
CLN_12063,4188,$1M-$5M,2,1,0,1
CLN_12064,160,$5M-$20M,1,1,0,0
CLN_12065,163,$20M-$100M,1,1,0,0
CLN_12066,5835,<$1M,3,0,1,1
CLN_12067,10896,$5M-$20M,2,1,1,1
CLN_12068,6470,$1M-$5M,6,1,1,1
CLN_12069,113,$5M-$20M,1,1,1,0
CLN_12070,2907,$5M-$20M,1,1,1,1
CLN_12071,261,$20M-$100M,1,1,1,0
CLN_12072,12013,$1M-$5M,1,0,1,1
CLN_12073,857,$20M-$100M,1,1,0,1
CLN_12074,160,<$1M,1,1,0,0
CLN_12075,16710,<$1M,10,0,1,1
CLN_12076,5030,<$1M,1,1,1,1
CLN_12077,665,<$1M,1,1,1,1
CLN_12078,4432,$5M-$20M,3,1,1,1
CLN_12079,909,<$1M,1,1,1,1
CLN_12080,165,$20M-$100M,1,1,1,0
CLN_12081,3621,$1M-$5M,1,0,0,1
CLN_12082,1270,$5M-$20M,1,1,1,1
CLN_12083,85,<$1M,1,1,1,0
CLN_12084,1483,$5M-$20M,1,1,1,1
CLN_12085,12401,$1M-$5M,1,0,0,1
CLN_12086,1728,$1M-$5M,1,0,0,1
CLN_12087,276,<$1M,1,1,1,0
CLN_12088,14011,$1M-$5M,4,1,0,1
CLN_12089,50,$1M-$5M,1,1,0,0
CLN_12090,87,<$1M,1,1,1,0
CLN_12091,10118,<$1M,3,1,1,1
CLN_12092,562,$1M-$5M,1,0,1,1
CLN_12093,125887,$5M-$20M,12,1,1,1
CLN_12094,34573,$1M-$5M,1,1,1,1
CLN_12095,1329,$1M-$5M,1,1,1,1
CLN_12096,7422,<$1M,2,1,1,1
CLN_12097,485,$1M-$5M,3,0,0,1
CLN_12098,7924,$100M+,14,1,0,1
CLN_12099,93080,$20M-$100M,1,1,1,1
CLN_12100,4221,$20M-$100M,1,1,1,1
CLN_12101,2921,$5M-$20M,3,1,1,1
CLN_12102,426,$5M-$20M,6,1,1,1
CLN_12103,204063,$1M-$5M,4,1,1,1
CLN_12104,64931,$1M-$5M,1,1,1,1
CLN_12105,1032,$1M-$5M,1,1,0,1
CLN_12106,8563,$5M-$20M,1,1,0,1
CLN_12107,385,$5M-$20M,3,1,1,1
CLN_12108,21968,$1M-$5M,1,0,0,1
CLN_12109,2052,$1M-$5M,4,0,1,1
CLN_12110,204,$1M-$5M,1,1,1,0
CLN_12111,16433,$1M-$5M,1,1,1,1
CLN_12112,14937,$1M-$5M,9,0,1,1
CLN_12113,565,$20M-$100M,10,1,1,1
CLN_12114,5161,$1M-$5M,7,1,1,1
CLN_12115,6781,$1M-$5M,8,0,0,1
CLN_12116,6149,$20M-$100M,1,1,1,1
CLN_12117,1339,$1M-$5M,1,1,0,1
CLN_12118,183,$5M-$20M,1,0,1,0
CLN_12119,145,$1M-$5M,1,1,1,0
CLN_12120,124,$20M-$100M,1,0,1,0
CLN_12121,805,$1M-$5M,4,1,1,1
CLN_12122,7305,$1M-$5M,1,1,1,1
CLN_12123,86,$5M-$20M,1,1,1,0
CLN_12124,924,<$1M,1,0,1,1
CLN_12125,27912,<$1M,1,1,0,1
CLN_12126,338,$5M-$20M,1,1,1,0
CLN_12127,55869,<$1M,1,1,1,1
CLN_12128,2231,$5M-$20M,1,1,1,1
CLN_12129,5359,$5M-$20M,6,1,1,1
CLN_12130,4199,$1M-$5M,5,1,1,1
CLN_12131,249,$1M-$5M,1,1,0,0
CLN_12132,1333,$20M-$100M,7,0,1,1
CLN_12133,3610,<$1M,2,0,1,1
CLN_12134,246,$5M-$20M,1,1,1,0
CLN_12135,82,$5M-$20M,1,1,1,0
CLN_12136,38228,<$1M,1,1,1,1
CLN_12137,173,$1M-$5M,1,0,1,0
CLN_12138,89,$5M-$20M,1,1,1,0
CLN_12139,2204,$20M-$100M,2,0,1,1
